Date ,Tarbela,Kabul,Kalabagh,Chashma,Taunsa,Panjnad,Guddu,Sukkur,Kotri
2004/05/08,37800,29800,60572,45559,69185,8088,35248,24030,2533
2004/05/09,41800,38000,54456,46908,67775,14189,37684,25313,2766
2004/05/10,47300,34500,84661,58909,67775,13285,39376,27510,3016
2004/05/11,44900,33200,96669,72487,62778,12100,42688,31680,3266
2004/05/12,53400,31000,72589,77557,54204,10951,44038,31005,3966
2004/05/13,56900,32400,84661,65481,54204,8950,43977,32016,4466
2004/05/14,64500,36500,72616,75130,63978,8952,42773,34124,4466
2004/05/15,75000,38000,108316,79361,68308,8196,42733,34749,4466
2004/05/16,82300,43200,126069,90363,68905,9238,40802,34318,4685
2004/05/17,96900,41800,137687,108477,68905,7893,39878,33628,4000
2004/05/18,109100,43600,126869,137129,78133,8276,40422,32850,3640
2004/05/19,115300,39500,114331,132778,89545,8395,43573,31780,3355
2004/05/20,126600,42800,137686,143024,95146,8526,44522,31407,3610
2004/05/21,140800,49400,149794,139757,111695,8718,47493,32894,4070
2004/05/22,145100,49700,161720,164942,118714,9043,49063,35235,4280
2004/05/23,142300,52800,150294,173355,133956,8731,57598,37835,4675
2004/05/24,136600,50400,156007,188652,137035,9584,66229,39138,5152
2004/05/25,129800,46100,161720,221471,152365,10131,72875,42806,5262
2004/05/26,116300,46100,167249,174750,154889,11125,78162,48009,5487
2004/05/27,110100,44700,173545,188602,15654,11821,90258,58107,5567
2004/05/28,101200,44900,162720,179550,15564,9603,96793,60473,6005
2004/05/29,94400,47500,171965,176617,79086,9807,106343,69085,6807
2004/05/30,85700,40200,171965,173683,110846,10629,107508,78057,8491
2004/05/31,89100,43600,151363,134181,126727,10629,104087,82693,10060
2004/06/01,96700,44300,130761,110643,142607,11366,98537,83283,11995
2004/06/02,99600,44500,142662,126389,142432,11594,93402,76614,12797
2004/06/03,97900,37000,130761,139331,136119,11643,93425,71665,15685
2004/06/04,90700,33900,142162,138813,131325,12232,93378,71355,18645
2004/06/05,88100,38200,138812,130110,129159,12368,91931,70415,20670
2004/06/06,98300,41400,114557,125267,117263,12575,89181,69026,21605
2004/06/07,114600,43600,126183,125104,113118,12168,87196,67509,22105
2004/06/08,118100,44200,155158,131451,113727,11111,86461,66329,25095
2004/06/09,132300,44600,137951,163709,111787,9733,84356,64415,24580
2004/06/10,126000,45000,183519,183063,120350,9123,83283,59914,24150
2004/06/11,117800,42000,177818,174197,145014,9074,85806,57585,23810
2004/06/12,112800,42200,166494,178151,150103,7465,87203,57305,22856
2004/06/13,129300,45000,177818,148410,150103,5962,90530,58557,23176
2004/06/14,144200,50000,160720,153795,149632,6375,103651,61002,22706
2004/06/15,166400,53200,176951,180852,141240,6270,112934,63022,20486
2004/06/16,188600,54800,225235,190607,142275,6375,120947,70568,20026
2004/06/17,200500,65900,240244,243673,143005,7026,113188,79428,18676
2004/06/18,197500,64800,218538,221767,163030,8317,100812,77705,17356
2004/06/19,202000,65000,235901,238620,166928,9201,111979,76694,17436
2004/06/20,212000,62800,219058,252551,188768,9301,111979,72837,17436
2004/06/21,235400,67500,241464,254167,206399,9201,120188,70947,17436
2004/06/22,265600,61100,235927,218377,208255,9727,124114,70947,18816
2004/06/23,245900,55500,161342,187713,193063,10900,145000,77008,20836
2004/06/24,214100,49800,190497,157211,211250,12169,157079,81783,21886
2004/06/25,185400,48600,235927,183149,215501,13050,162980,90807,21886
2004/06/26,168400,44300,207688,237969,189854,13050,163525,100040,21886
2004/06/27,151900,42700,241490,226678,185554,13550,170433,111518,22856
2004/06/28,139400,39400,219084,253193,199571,17590,167253,115003,24401
2004/06/29,124400,39400,207688,231754,196266,18133,158629,122033,27051
2004/06/30,122500,39000,190497,225137,190315,22695,152863,118433,31116
2004/07/01,128500,39800,184677,239656,193340,20790,153816,114524,33786
2004/07/02,142000,39300,219084,213600,193340,19637,152405,109837,37377
2004/07/03,158100,39700,207688,200498,170579,15331,152299,106497,42043
2004/07/04,174900,40700,184677,192345,180610,14300,150859,103354,45179
2004/07/05,192100,39500,178924,194234,187627,14600,147765,102539,42860
2004/07/06,207400,43100,213346,189455,187627,13184,144671,97288,40999
2004/07/07,216000,43100,207688,214742,186149,12461,144842,91125,40599
2004/07/08,220900,42700,201948,191461,178664,12227,146071,87203,39104
2004/07/09,222100,44500,219084,229386,179205,11623,146278,87257,38624
2004/07/10,233200,44800,184677,242510,174008,11776,148140,88615,38764
2004/07/11,221400,43200,242567,204133,182386,11776,148154,94450,37564
2004/07/12,202200,39500,207688,238197,185109,11931,145086,94220,35004
2004/07/13,185100,38000,190528,219296,201663,12495,145088,98327,34304
2004/07/14,184000,38500,184677,227911,202297,12510,145088,95190,31358
2004/07/15,187000,38000,219084,227911,202297,12968,150217,95082,28460
2004/07/16,185800,36400,178924,223214,204168,14242,164291,96715,28116
2004/07/17,184000,39500,161148,228736,201180,14534,165269,106532,28956
2004/07/18,174000,34500,190264,221941,198334,16751,167881,108607,28756
2004/07/19,165000,32510,184392,224639,200137,18859,167651,117723,29876
2004/07/20,160600,25600,161398,216620,200798,14300,167094,118244,30116
2004/07/21,148000,23900,184392,226783,206402,14500,167550,121015,31671
2004/07/22,135800,21700,161598,183800,184143,13184,167550,120650,33781
2004/07/23,122700,20900,131270,151547,151951,12310,164975,120415,37901
2004/07/24,116000,21300,223045,184366,155160,11576,162067,126130,38221
2004/07/25,113200,21000,211549,220343,161355,8600,142739,121107,38856
2004/07/26,110300,19800,191686,202707,168691,8600,138847,107095,41013
2004/07/27,125900,20100,191686,203838,175724,8600,136112,97182,41734
2004/07/28,157200,21500,211549,191277,172184,8600,136112,93588,42684
2004/07/29,191500,29500,173941,194748,172184,8600,139740,92014,43084
2004/07/30,212900,30800,211549,165355,175736,8600,144147,89832,43084
2004/07/31,207000,31000,172941,183912,161404,8600,146440,92543,38820
2004/08/01,210800,32600,186263,215259,156724,8900,146440,98197,38241
2004/08/02,193400,32600,217870,189030,171657,8900,146506,100640,38341
2004/08/03,178600,33600,160761,222841,167954,10000,142528,101419,36521
2004/08/04,169600,31300,172816,200113,180972,10000,142975,100138,30721
2004/08/05,149000,27000,190055,191828,167856,10500,144716,101548,30766
2004/08/06,146000,23300,153096,166158,16474,14500,146838,103159,29691
2004/08/07,165000,24400,141755,169444,157280,19640,144706,109200,30265
2004/08/08,175700,26200,166828,133771,140838,20656,139776,108689,30648
2004/08/09,193000,29600,170991,169409,140828,17580,137879,103051,31051
2004/08/10,192000,29300,170991,172217,147293,14187,134706,96110,31508
2004/08/11,183000,30200,160027,162480,149364,11682,126943,94088,33361
2004/08/12,176900,32600,175805,169021,149364,11251,123317,90046,39752
2004/08/13,168000,29000,115159,156645,133027,11502,123317,80024,41012
2004/08/14,154000,28200,126776,161401,127518,12400,125795,80517,38741
2004/08/15,164000,28400,122909,143825,127762,21705,125795,82125,37971
2004/08/16,175000,29300,128989,132843,132843,24431,112571,83582,35261
2004/08/17,195000,28500,136991,123308,121650,24431,105594,79485,34520
2004/08/18,215000,32800,189774,155788,124869,17580,109494,77915,29845
2004/08/19,211000,37500,181162,160993,117764,14500,111613,77915,26841
2004/08/20,190000,33200,176723,158208,117042,14500,105976,80003,24686
2004/08/21,184700,34200,169178,196270,140542,14042,102579,82731,24878
2004/08/22,174000,27500,128499,138151,140786,13309,94481,78997,25178
2004/08/23,153000,27600,128989,134921,128629,14334,96865,76633,24638
2004/08/24,135000,26500,136991,148270,128938,25610,104307,71016,24683
2004/08/25,133000,25300,136991,145645,138052,29625,107866,74053,24408
2004/08/26,136000,26000,136991,137208,143625,31210,107866,75150,24473
2004/08/27,124000,25700,136991,143969,146116,22521,110853,76008,24373
2004/08/28,118000,25700,126776,143952,146116,18588,118866,76008,24373
2004/08/29,117000,24000,136991,141349,139491,14500,121531,77529,23748
2004/08/30,107000,21800,145302,141311,131165,13752,119618,84150,23058
2004/08/31,105000,22300,126776,138698,132412,11098,113180,84628,22858
2004/09/01,100000,20900,128989,135800,129019,11098,106741,85105,21498
2004/09/02,92000,20200,168727,171782,129019,12301,103474,83655,21038
2004/09/03,79000,19100,136991,146119,130143,12480,100778,81888,21038
2004/09/04,75000,17500,144896,163486,130143,12480,99159,78588,21308
2004/09/05,72000,16800,126371,162425,130143,12480,99159,76908,21978
2004/09/06,69500,15200,144896,163396,129989,11099,98465,76008,22088
2004/09/07,68000,15400,144896,146624,135933,10908,95823,75694,22358
2004/09/08,75000,15000,141597,156767,135933,11099,97174,75114,22358
2004/09/09,78000,15100,153034,143467,132851,11099,97170,74730,22348
2004/09/10,86500,14600,122909,128789,120937,10908,102712,75706,22358
2004/09/11,93500,15100,125871,117549,120937,10908,102712,78251,22353
2004/09/12,102000,15800,114254,100559,119599,11099,99757,80010,22363
2004/09/13,112000,17000,114254,106854,106854,11695,99757,82364,22428
2004/09/14,118000,17600,122409,99347,102500,12090,98484,79507,22428
2004/09/15,121000,19300,110091,94200,93160,11695,94296,78742,22428
2004/09/16,133200,19600,109791,115947,93160,11695,92052,77897,22428
2004/09/17,133600,23800,91901,141573,96947,15300,84511,75734,22428
2004/09/18,127100,24600,96542,63944,89561,6237,81082,72503,22428
2004/09/19,109700,22300,96842,91547,87176,6237,81082,65493,22428
2004/09/20,95000,18400,87487,123123,96098,6315,81082,62845,22319
2004/09/21,88900,15700,96842,122377,101180,5408,80278,61600,21699
2004/09/22,81000,17100,93544,111118,104433,6333,77648,61600,21699
2004/09/23,76000,18200,101810,105489,91889,9871,79371,59030,21699
2004/09/24,70200,16000,85543,99859,88069,11403,81895,57579,20340
2004/09/25,56000,14500,85543,97688,88069,11486,81895,58349,19730
2004/09/26,56300,11400,93544,114754,91088,10518,79647,60793,19061
2004/09/27,55400,10800,67551,95507,95783,9459,72813,60673,18291
2004/09/28,47300,9740,71098,68420,74652,9384,72813,58416,17886
2004/09/29,49100,9820,76382,70696,76462,9290,74020,54709,17781
2004/09/30,51800,8730,48610,69410,65753,9102,76171,53481,17511
2004/10/01,51700,9230,51506,57860,44980,9608,70403,55265,17079
2004/10/02,49800,8610,40277,54689,50239,9066,62710,56550,16944
2004/10/03,50400,11700,57360,55360,46831,8615,55083,53730,16200
2004/10/04,50500,10000,58876,57515,42331,8260,49969,52987,16200
2004/10/05,49200,9700,35274,70690,44580,5606,49922,48996,16200
2004/10/06,46700,8590,65213,59597,50320,4200,45680,43456,15541
2004/10/07,41000,8300,68291,64669,52802,3554,45680,40610,14890
2004/10/08,43800,8030,59114,73109,53516,3554,43684,39641,12890
2004/10/09,41200,27015,62211,46985,50056,2570,43684,37655,13070
2004/10/10,48900,36507.5,65251,48810,42700,2570,46690,37580,12845
2004/10/11,56600,46000,68291,50634,35344,2570,49609,37800,11635
2004/10/12,48700,47000,65135,80358,38110,2554,49609,40570,9950
2004/10/13,41700,27800,68213,96795,38110,2598,45504,52598,9005
2004/10/14,36700,23100,41724,48796,46456,2641,41399,41870,9015
2004/10/15,35000,20500,59036,37905,52537,2641,41399,38367,7570
2004/10/16,35100,19400,54132,37404,50600,2201,39436,32186,7374
2004/10/17,31700,17600,49228,35095,48663,1761,39436,30760,7174
2004/10/18,31200,18200,33961,42880,43782,1761,47380,30775,7847
2004/10/19,29900,17600,37308,38214,39845,1761,50592,32975,6905
2004/10/20,29200,17600,33961,34083,38701,1329,50592,38025,7105
2004/10/21,31200,17300,33882,33162,39501,1329,44777,39377,7008
2004/10/22,31100,15500,26926,29891,36869,1897,42380,39232,6105
2004/10/23,31310,14900,29535,33162,37840,1897,42380,34293,6155
2004/10/24,31100,13300,38344,30056,35106,1329,39100,30020,6155
2004/10/25,30900,13000,32535,44103,33477,976,36945,30560,6155
2004/10/26,29200,12000,63086,45454,32579,2121,37969,29118,6155
2004/10/27,30300,12500,67175,59386,32579,3100,35218,28410,6155
2004/10/28,30600,15100,48127,61476,33873,3100,34914,29110,6835
2004/10/29,30300,14000,63186,59653,40164,3200,33529,27750,7215
2004/10/30,29900,11700,46595,59453,40164,3200,31919,27510,7115
2004/10/31,30200,12300,53617,58314,42161,3200,30905,26130,7115
2004/11/01,28800,10700,59612,61500,40358,3200,30905,25293,7115
2004/11/02,27900,10500,47597,61500,45118,3200,33915,25293,5865
2004/11/03,26100,10700,53617,61500,44443,3200,33004,25388,5970
2004/11/04,26600,10150,53617,57394,45609,3200,30820,27000,5870
2004/11/05,26200,9600,59612,59390,44534,4212,32059,26880,5775
2004/11/06,26200,9600,71443,62411,41563,4212,32059,25120,6005
2004/11/07,25700,10100,65529,57074,45959,4212,32059,24711,6005
2004/11/08,25200,8870,53617,73120,45959,3200,34066,24359,5845
2004/11/09,24800,9450,59612,67868,47064,3200,34066,25056,5685
2004/11/10,24300,9260,71443,66098,50928,3200,35409,26001,5375
2004/11/11,24300,9060,78110,64157,50029,3200,35409,26775,5380
2004/11/12,24300,8590,66529,62138,47164,3200,36443,27526,5380
2004/11/13,24300,8520,60612,61888,47716,3200,37226,28000,5385
2004/11/14,24300,9640,54617,63920,47716,3200,37226,28570,5485
2004/11/15,32500,9160,66529,63897,47716,3200,38463,29410,5585
2004/11/16,24900,9540,48595,65303,46875,3713,38463,29410,5585
2004/11/17,25900,9250,60612,63897,48705,3713,37262,30210,5585
2004/11/18,26800,9060,54617,62491,47637,3713,35415,29535,5390
2004/11/19,27000,8520,72443,58153,47637,2750,35415,28217,5200
2004/11/20,26600,8150,66529,62483,47637,3750,36247,28077,4765
2004/11/21,21800,7390,72493,60478,47245,3750,38943,28337,4745
2004/11/22,24500,6950,86335,61605,46806,3750,38760,28517,4740
2004/11/23,25800,7300,74591,61182,45296,3750,37637,29250,4565
2004/11/24,26500,7750,86565,52813,42462,3750,35256,30457,4665
2004/11/25,23900,7340,62546,49741,45713,3750,34712,29460,4665
2004/11/26,23900,7300,86035,56033,40936,3750,34712,28271,4545
2004/11/27,23900,7210,74591,48512,35666,3750,34712,27996,4245
2004/11/28,23900,6950,62546,49472,35731,3750,34712,27976,4275
2004/11/29,23400,7210,68569,49363,37648,3650,34134,27035,4225
2004/11/30,23700,7910,62544,51864,34892,3650,32983,27035,4225
2004/12/01,23400,8680,74591,49737,36093,3650,31916,26605,4185
2004/12/02,22300,8300,56444,61073,38528,3600,30712,25275,4155
2004/12/03,21400,8630,50315,50387,38528,3600,29587,25141,4155
2004/12/04,20300,8800,41591,47700,38528,3600,29587,25001,4010
2004/12/05,20200,8160,56444,45921,36191,3650,28930,23760,3885
2004/12/06,20200,8160,50315,45218,36191,3650,28930,23760,3532
2004/12/07,19800,7840,62546,45745,35094,3650,28930,22745,3310
2004/12/08,18000,7840,56444,45088,35383,3650,27798,22451,3475
2004/12/09,17600,7090,50315,45867,35383,3650,27798,22321,3475
2004/12/10,16800,7030,62546,43582,35356,3650,27744,22321,3340
2004/12/11,18200,7240,56344,50861,35356,3650,27744,21077,3140
2004/12/12,18500,7130,36887,37575,35356,3650,26470,21695,3150
2004/12/13,17900,7170,42571,36200,32228,3650,25227,21175,3030
2004/12/14,17200,6830,36550,32000,26947,3650,25227,20155,2915
2004/12/15,17200,6950,32817,33977,25736,3650,25227,19265,2870
2004/12/16,17200,6390,41354,33388,25121,3800,23539,19230,2875
2004/12/17,17200,6740,41711,36054,25121,3800,21970,19250,2725
2004/12/18,16800,6740,28101,34594,25121,3800,21970,18855,2635
2004/12/19,16600,6440,32456,37996,24711,3800,19996,18650,2540
2004/12/20,18100,7980,28101,37336,25338,3800,18952,18125,2360
2004/12/21,18700,9650,32456,32460,25338,3800,18724,18110,2215
2004/12/22,16100,8960,34016,30263,22136,3800,18534,17530,2230
2004/12/23,19200,8300,24479,25548,21710,3800,18298,16165,2380
2004/12/24,20600,7500,19529,17769,14480,3800,18298,15430,2295
2004/12/25,20600,7080,15336,8371,13138,3850,18290,15305,2295
2004/12/26,19800,7260,13826,18475,10701,3234,18290,14820,2295
2004/12/27,18300,6740,15336,15287,10701,2835,17746,15260,2215
2004/12/28,16700,6890,13626,14508,10701,2669,15584,15260,1915
2004/12/29,17000,7960,15336,15143,10026,2744,14654,14825,1815
2004/12/30,16600,7800,26684,16677,8146,2744,13278,14810,1815
2004/12/31,16500,8580,38032,20584,6266,2794,12494,13965,1815
2005/01/01,23400,18200,26534,24544,15558,2533,11284,12754,3399
2005/01/02,30200,32000,30327,84515,12956,2533,11224,8490,3176
2005/01/03,31100,20900,37370,57122,12733,2273,9767,7800,2451
2005/01/04,19000,17000,26134,51990,19918,1889,14625,6132,2016
2005/01/05,20800,14800,19029,29030,33137,1824,14625,4882,1926
2005/01/06,20300,15800,26134,24107,25180,2273,16525,5862,1926
2005/01/07,19700,15200,20035,2233,16782,2345,15394,6500,1926
2005/01/08,18900,15300,27142,17725,13655,2343,17331,7100,1926
2005/01/09,18500,14700,16345,20348,13655,2548,23736,7920,1926
2005/01/10,17900,14950,20535,21302,12617,3711,24291,10213,1926
2005/01/11,17100,13400,18529,17999,12877,5692,21624,12710,2343
2005/01/12,16800,12800,20035,19715,18770,7492,16472,13200,3083
2005/01/13,16600,12500,18529,17278,16013,7492,12277,12710,5813
2005/01/14,16900,12000,25384,27113,14144,10241,14242,10691,7608
2005/01/15,16600,690,17285,27204,14258,11157,14609,5291,8234
2005/01/16,16500,11900,17379,17870,15786,9593,15096,4090,8303
2005/01/17,16000,10100,17898,21193,17317,9593,17173,3490,8508
2005/01/18,16800,10900,27066,14993,21552,9593,19840,3240,9265
2005/01/19,16000,10000,20476,15000,23218,11029,22191,3240,9118
2005/01/20,18100,7980,28101,37336,25338,3800,18952,7890,8995
2005/01/21,18700,9650,23456,32460,25388,3800,18724,10000,8936
2005/01/22,17500,9990,27717,26667,10123,15792,24199,11050,8653
2005/01/23,15500,10200,24766,31333,28732,13723,26462,11974,8185
2005/01/24,15700,10600,26884,33158,24165,13723,28110,13554,8625
2005/01/25,16300,10200,29446,30342,28342,9593,31486,16510,8850
2005/01/26,16900,9440,22824,31453,30592,8178,31486,19550,8850
2005/01/27,17000,9160,32933,29687,30722,6811,31486,23050,9733
2005/01/28,16700,10600,24125,28667,31103,6537,31422,24030,9918
2005/01/29,16900,13000,22824,24979,29726,6537,30050,26367,9870
2005/01/30,16700,12000,26981,31000,30269,6018,30050,26635,9588
2005/01/31,16500,10900,22824,31000,30032,6811,30024,25405,13603
2005/02/01,16400,9790,18854,20920,28633,328158,29338,23637,5030
2005/02/02,16400,9300,35114,33981,27904,9481,30738,23794,4065
2005/02/03,16300,9740,37656,45977,27680,9356,30950,23311,4900
2005/02/04,16500,10000,32887,49068,31696,6455,31573,21095,95661
2005/02/05,16800,11500,35117,39605,31216,5222,28675,21905,5929
2005/02/06,21100,14700,29266,30492,30637,6254,2721,22166,6074
2005/02/07,23600,10800,39872,35295,30199,7954,25498,21694,5444
2005/02/08,20700,12000,44240,45594,32360,9434,27978,21076,5099
2005/02/09,24900,13900,47455,44926,39406,10763,28520,20831,4549
2005/02/10,34500,15100,61527,59077,38537,10008,29704,21301,4529
2005/02/11,37000,18100,64624,88105,40182,9058,32136,22190,4339
2005/02/12,58900,30000,68267,87388,44624,7042,37065,23022,3825
2005/02/13,44800,26500,57784,92035,51729,7159,37065,25161,3715
2005/02/14,38100,26000,53917,74968,47375,9496,37065,28025,3485
2005/02/15,30400,22200,60789,58933,48633,18276,35857,27905,3105
2005/02/16,26200,21200,44145,39190,48427,26172,44692,29452,3170
2005/02/17,22800,19900,34713,35282,48227,28335,50106,30080,2895
2005/02/18,21800,18500,37240,39368,44685,29678,53984,36110,2625
2005/02/19,23500,19100,21270,26760,42533,32117,59659,43166,2725
2005/02/20,22100,19100,27048,20164,43614,29650,61467,50022,2765
2005/02/21,22100,17100,23724,37761,45255,25595,6480,53722,2865
2005/02/22,22300,17000,21270,38554,46460,26990,60600,58059,3165
2005/02/23,22500,15800,23724,40105,43759,22702,59385,58011,3317
2005/02/24,23400,14700,27048,54455,39156,23917,61245,54069,4159
2005/02/25,23900,14900,44145,48540,38347,30815,58893,52060,6395
2005/02/26,232300,16300,53917,59748,38347,33394,56752,52240,8210
2005/02/27,22900,16400,37055,48544,43835,29258,56752,49546,10555
2005/02/28,21900,18100,34713,46601,52315,30974,59180,49546,12262
2005/03/01,21200,17600,44145,45024,46604,29348,54396,51014,12887
2005/03/02,21600,18200,37033,46534,47181,24056,55746,525005,13177
2005/03/03,22300,18200,53917,47629,44805,23552,56710,50367,13438
2005/03/04,22600,18000,49098,421,43041,21396,50545,48101,13473
2005/03/05,24600,19500,34713,40775,43927,19581,45864,47760,13473
2005/03/06,24100,26200,44145,44010,42044,17598,42007,42530,13473
2005/03/07,25100,25700,41878,42300,41865,16150,37808,38015,16403
2005/03/08,24300,23700,45597,43335,37429,13854,32774,32051,17413
2005/03/09,23900,4700,37033,48115,37429,15448,33391,28435,16353
2005/03/10,24900,25000,34713,45424,37587,16846,31788,26731,16145
2005/03/11,25600,22900,41878,40293,36843,19208,33209,25767,14040
2005/03/12,25000,2000,46364,39692,35267,58340,33209,25270,12955
2005/03/13,26900,21500,59037,44352,35262,19883,33209,25020,7830
2005/03/14,28300,24100,68072,48423,380733,22662,33209,24900,7140
2005/03/15,29600,27200,57633,58803,38666,23982,24792,25050,6875
2005/03/16,28700,27700,53081,56468,40142,23758,34996,25460,6485
2005/03/17,32400,29000,60533,72924,40098,42532,36010,26400,5825
2005/03/18,41200,34100,50409,61014,47757,26541,36508,27304,4523
2005/03/19,74500,88100,90244,81354,65332,28424,36505,28015,4485
2005/03/20,67300,116400,101855,125317,55886,26722,43278,18015,4465
2005/03/21,54100,77800,11398,133136,53595,25397,57667,31012,3865
2005/03/22,47600,71600,93972,100160,51095,25173,62280,31692,3845
2005/03/23,41100,59900,88151,101928,121537,23021,65327,36030,3198
2005/03/24,36900,51700,76633,94513,130421,25713,78448,46016,2373
2005/03/25,32800,47300,65502,70451,97263,45202,122814,52371,2063
2005/03/26,29700,42900,43568,60041,81077,62776,141576,75452,2007
2005/03/27,28900,39200,59587,46555,67584,72236,142812,94816,3925
2005/03/28,32500,41500,69416,42137,62125,86542,135238,101588,4335
2005/03/29,30000,38300,47568,42668,62256,79499,124488,110232,9820
2005/03/30,28700,34100,58054,43945,50386,78168,118773,110462,18123
2005/03/31,27600,30900,46984,37593,44673,87258,123046,108244,29158
2005/04/01,26900,28700,54590,23493,46718,68833,114664,106418,53135
2005/04/02,26900,28100,43044,85181,44859,56576,102674,102435,59032
2005/04/03,27800,29000,49068,364661,44859,48384,94568,98950,67461
2005/04/04,28200,28700,50365,43267,49287,44033,84614,92578,69272
2005/04/05,28900,30100,56495,49257,46025,42531,71261,24520,66321
2005/04/06,31800,31500,68640,42628,47262,39963,68746,74004,66234
2005/04/07,38600,49000,56995,54110,49766,32299,68746,68102,61671
2005/04/08,40500,50600,81164,66716,45556,26041,68746,65142,52011
2005/04/09,40500,43300,69120,90959,48846,20672,64318,65142,43301
2005/04/10,37100,35500,87186,86667,45674,19142,64318,63370,42810
2005/04/11,34500,31600,81164,72376,50974,18220,60446,614499,36810
2005/04/12,29400,28500,70685,56397,50974,15523,58334,57480,36012
2005/04/13,24900,27900,58322,50803,50974,14863,56288,55003,35912
2005/04/14,22100,26500,64505,52660,52020,15523,56288,55003,34532
2005/04/15,28400,29500,70635,47843,50678,16326,56288,52007,31226
2005/04/16,29700,29300,58322,49692,51037,19267,56893,51216,31142
2005/04/17,32400,28100,88770,75693,50173,18615,56893,54229,29040
2005/04/18,36700,27900,70634,82620,50173,20273,56893,54052,28632
2005/04/19,35000,27700,82892,85045,50173,19115,52648,55032,25457
2005/04/20,37600,32300,38770,78519,50315,15517,52648,54532,25457
2005/04/21,41100,32300,75136,71127,50315,8805,51314,52387,25343
2005/04/22,46200,41600,82892,88754,50315,9559,51314,50005,25343
2005/04/23,50400,47000,701158,102730,50829,13153,48536,47128,24967
2005/04/24,53100,50900,88770,109456,54524,12280,46842,45011,25862
2005/04/25,52500,58300,201158,105825,61274,14234,45416,41015,25695
2005/04/26,56300,64900,82136,97521,63303,14234,43548,40040,23439
2005/04/27,69700,70550,119226,102040,63471,16132,43548,38014,20929
2005/04/28,56800,85000,31150,121092,61117,16668,46654,37006,17603
2005/04/29,51400,58500,142581,101660,70983,18609,52416,41505,20619
2005/04/30,54800,50800,88370,85105,71807,20855,54381,42530,14618
2005/05/01,56300,50000,82892,57404,101907,20855,55264,47005,11103
2005/05/02,61000,53800,70635,41291,86579,21913,59496,51386,13019
2005/05/03,71800,57700,88770,54297,77946,18613,66418,52305,12304
2005/05/04,82000,61800,100558,63363,79751,21305,83669,56034,9354
2005/05/05,88200,62800,82292,100302,109837,23450,79764,69652,19120
2005/05/06,91700,61300,94536,95302,84905,23450,74681,77530,19120
2005/05/07,95500,60500,82292,102734,86840,26027,74681,74803,19120
2005/05/08,102400,70300,100558,91000,83635,18815,78634,74753,19120
2005/05/09,106400,75200,118226,111825,83635,15367,76484,72614,26789
2005/05/10,112000,68400,94136,114197,82914,16185,72690,74048,32120
2005/05/11,101300,56700,130150,119926,78393,16185,69176,71057,33615
2005/05/12,93100,53400,118226,106842,91234,19065,67750,67005,36631
2005/05/13,88800,51400,100158,118667,107020,20393,67158,63061,38463
2005/05/14,89100,51600,130650,109888,102220,21341,67158,60014,39193
2005/05/15,86800,51900,118726,109333,131046,22283,70861,60070,34338
2005/05/16,86000,52400,163565,112900,105058,23205,87029,61005,33904
2005/05/17,87400,51500,100958,109966,101027,26133,87529,64454,31178
2005/05/18,82700,52100,130950,124721,103421,31940,104770,64454,29682
2005/05/19,83000,55300,137065,120349,115341,31940,105594,83056,27660
2005/05/20,80400,53000,119226,123476,112874,30101,98753,92002,26672
2005/05/21,73300,50300,131150,100639,108327,21703,97105,91763,26319
2005/05/22,70500,46500,148090,112731,115680,17796,100898,84665,29546
2005/05/23,62800,46100,176991,168421,113526,16841,95283,83070,36686
2005/05/24,69400,47000,160633,159477,145350,12750,94745,83005,38621
2005/05/25,65700,41800,176991,167228,158219,11231,93156,80050,40521
2005/05/26,59700,42000,189571,143231,155742,12950,100452,77495,41126
2005/05/27,62500,41400,172314,16609,149429,18000,114941,76010,40987
2005/05/28,60300,37200,176991,152711,146411,21791,118078,80004,39208
2005/05/29,61000,35600,172314,151095,149455,18948,127314,83040,42698
2005/05/30,60200,37700,173711,148500,143264,19924,126964,94570,37123
2005/05/31,60900,40700,162172,158532,134789,19849,125220,105445,34392
2005/06/01,64400,43400,18527,161311,135427,16920,0,0,35078
2005/06/02,63600,40000,208114,185215,140574,17899,0,0,33885
2005/06/03,66200,40700,173711,183432,142715,14912,0,0,32691
2005/06/04,73700,42700,144578,177441,154127,12700,0,0,31498
2005/06/05,86000,44900,173711,165330,158678,14762,0,0,30305
2005/06/06,114900,52300,185279,185913,140088,14962,0,0,29111
2005/06/07,123400,55200,202950,206003,141749,13050,0,0,27918
2005/06/08,130400,63100,173161,193850,146327,17220,0,0,26724
2005/06/09,130400,63600,21833,190212,144185,18197,0,0,25531
2005/06/10,133900,67800,18487,221082,168346,16218,0,0,24337
2005/06/11,138600,74900,202450,182638,163084,14804,0,0,23144
2005/06/12,138800,83900,173711,200855,163084,12908,0,0,21950
2005/06/13,134000,75600,19103,200091,163089,12627,0,0,20757
2005/06/14,124300,61800,18527,204889,166134,12090,0,0,19563
2005/06/15,122500,57700,16217,176375,164381,12831,0,0,18370
2005/06/16,130500,56700,18527,157160,170016,13150,0,0,17176
2005/06/17,148800,60300,162.175,203046,181976,13150,0,0,15983
2005/06/18,172300,70500,21933,227958,183923,13150,0,0,14789
2005/06/19,192300,78900,21933,257724,197211,12740,0,0,13596
2005/06/20,196400,84400,21933,252068,197211,12690,0,0,12402
2005/06/21,199700,97200,281171,224159,197211,13300,0,0,11209
2005/06/22,213300,102000,25962,241386,199662,13150,0,0,10015
