Date ,Tarbela,Kabul,Kalabagh,Chashma,Taunsa,Panjnad,Guddu,Sukkur,Kotri
2001/01/01,16700,5060,28957,21961,18303,2000,14065,10600,0
2001/01/02,16900,6210,41177,23553,15545,2000,13295,10580,0
2001/01/03,16900,6780,35085,17908,15542,2000,13497,9980,0
2001/01/04,17000,6030,28957,17845,15542,2000,15453,9680,0
2001/01/05,17900,6300,35085,16002,17294,2618,15345,9620,0
2001/01/06,14100,6400,33009,15366,17277,2000,12045,9372,0
2001/01/07,13500,6490,24235,24131,15898,2000,11895,8600,0
2001/01/08,13800,6590,31160,19008,15898,3190,12045,8130,0
2001/01/09,14800,6780,15707,26696,17180,3190,12045,7155,0
2001/01/10,15200,6680,24736,17667,17777,3972,11348,7005,0
2001/01/11,15700,6110,19872,20667,18461,4359,11171,6805,1502
2001/01/12,14400,6300,15777,19087,19321,4359,11171,6805,2210
2001/01/13,14700,6110,12075,17495,21717,4319,11498,6190,2637
2001/01/14,14100,6400,19873,17435,21717,6524,11498,5750,3164
2001/01/15,14100,6110,15777,15763,21717,5069,11498,5750,3534
2001/01/16,13700,6020,19873,16622,22587,5657,17130,5750,3648
2001/01/17,13400,5710,11708,16647,22587,5657,17136,6060,3648
2001/01/18,12700,6780,16980,14954,19386,4976,17136,8535,3637
2001/01/19,12100,4720,19873,17534,17773,4276,18602,10800,3152
2001/01/20,11700,6060,15777,16788,17138,4276,18797,11363,3002
2001/01/21,12100,7070,16980,18065,17687,4276,19142,12191,2706
2001/01/22,12100,5930,12075,16511,18435,4276,19472,13873,2910
2001/01/23,12400,5360,19873,16757,18435,7873,21970,14087,2901
2001/01/24,12600,4960,15777,16828,19256,10275,21040,14721,2801
2001/01/25,13800,4640,16980,16896,19324,7378,21764,14340,2511
2001/01/26,14300,4640,12075,19167,18648,4976,21764,13995,2506
2001/01/27,14800,5260,15577,19167,18445,4976,24006,14722,2508
2001/01/28,14500,4880,19873,29846,19604,2758,23010,14772,2427
2001/01/29,13500,4120,11708,24557,21844,1964,23010,15095,2417
2001/01/30,12800,4560,13563,26777,21844,1964,23010,15315,2318
2001/01/31,12300,5060,12075,27258,38275,1582,20592,15015,2303
2001/02/01,11600,5360,13563,30016,32810,1200,20056,15055,2303
2001/02/02,11400,4400,13563,42334,33917,1200,20056,15432,2593
2001/02/03,11400,4480,15777,41000,31037,1828,11024,157120,2843
2001/02/04,11000,4640,16980,41000,30462,1415,17959,15255,2992
2001/02/05,10900,4880,13563,38777,30283,1415,22229,15095,3067
2001/02/06,10900,4800,15777,38777,30283,1828,22227,14794,3089
2001/02/07,10700,4320,15257,37488,30283,4900,21226,16007,3056
2001/02/08,10400,4180,30860,38981,29840,2922,20303,16180,3062
2001/02/09,10100,3310,23671,39709,31039,2922,19188,16120,2703
2001/02/10,10100,2080,28990,43304,31039,2746,19188,15792,2553
2001/02/11,10000,1970,28457,40021,31039,2746,20464,15777,2353
2001/02/12,11600,1850,32974,34795,31039,2195,20464,15777,2112
2001/02/13,12400,2080,31038,35781,31668,2195,20464,15777,2005
2001/02/14,12900,2220,28454,35988,30889,2746,22455,16177,1915
2001/02/15,13700,1500,32974,30050,30889,2746,22455,16827,1845
2001/02/16,14400,1850,31038,31037,29718,2746,22455,17725,1835
2001/02/17,14600,1680,28497,37577,29033,2746,22455,17605,1760
2001/02/18,14700,1740,32974,31968,25841,2746,21725,17605,1670
2001/02/19,14700,1970,28457,31343,24666,2746,22466,17605,1639
2001/02/20,14800,1210,31038,29459,23476,2195,20398,18350,1627
2001/02/21,15000,2080,28457,31968,23572,1898,20398,18350,1654
2001/02/22,15500,1940,28497,32860,23938,1500,20398,18350,1693
2001/02/23,16400,1970,32974,30751,23938,1500,20398,17870,1705
2001/02/24,17400,2000,28457,27588,23396,1500,19783,17870,1745
2001/02/25,17600,2650,32974,32509,23396,1500,19783,17520,1895
2001/02/26,18000,2720,31038,28994,23309,1500,19783,16785,1922
2001/02/27,18300,2340,28457,29070,24124,1500,18478,15354,1922
2001/02/28,18500,2250,32974,33136,24124,1500,19683,14727,1868
2001/03/01,16900,1940,33585,30020,24266,1500,17973,15020,1803
2001/03/02,14800,1210,30038,32364,24266,1500,17973,15120,1805
2001/03/03,12800,1790,20942,26067,24266,1500,17973,14820,1779
2001/03/04,12000,2020,25680,25672,22144,1500,19245,14820,1765
2001/03/05,11600,2030,20286,26512,22144,1500,20423,15040,1715
2001/03/06,11900,2080,14370,28734,21554,1500,20423,15240,1670
2001/03/07,11900,2030,22773,26511,20964,1500,21076,15590,1590
2001/03/08,13300,2540,20286,17076,20964,1500,20423,16098,1565
2001/03/09,13500,2580,14370,14540,19273,1500,20423,17096,1552
2001/03/10,11800,2960,16858,19508,20344,1500,20423,17124,1547
2001/03/11,11500,2340,13870,16161,20020,1500,21076,16524,1567
2001/03/12,13500,2340,16358,18147,17890,1500,18169,16524,1697
2001/03/13,13000,1790,12602,18416,12459,1500,18169,16103,1792
2001/03/14,14400,2340,12016,19195,18593,1500,18169,15803,1792
2001/03/15,13700,5460,17424,19224,10970,1500,17088,15070,1792
2001/03/16,14800,4800,12016,19224,10970,1500,15764,14203,1792
2001/03/17,13900,4040,22671,19995,13429,1500,13192,13917,1738
2001/03/18,13300,3660,15967,21319,14127,1335,11780,13917,1738
2001/03/19,12700,3700,17424,20981,14127,1170,11770,12970,1728
2001/03/20,13100,3740,9272,20656,14127,982,11517,11983,1728
2001/03/21,14200,3700,8903,19290,16462,733,11718,11650,1745
2001/03/22,14100,3700,12075,23169,13194,733,12570,10970,1698
2001/03/23,15600,3310,13563,24487,14711,667,12570,10610,1586
2001/03/24,14400,3040,14965,18587,13194,667,12570,10610,1495
2001/03/25,13700,2500,18532,22654,13194,602,12570,10610,1635
2001/03/26,13200,2580,17103,21329,17919,542,13197,10610,1635
2001/03/27,13800,2190,21878,18354,15418,542,11720,11040,1635
2001/03/28,12800,2650,22381,15591,17294,542,11720,11320,1635
2001/03/29,17000,6730,20754,19098,15418,542,12520,11320,1635
2001/03/30,18600,16200,19126,18642,13314,503,12068,11360,1635
2001/03/31,16400,13600,19939,26236,14366,522,12068,11360,1635
2001/04/01,15600,11100,34894,41589,15418,673,13757,11407,1635
2001/04/02,14700,11200,26994,34259,15190,673,12698,11757,1635
2001/04/03,14800,9910,25283,29914,17374,673,12688,11757,1627
2001/04/04,16000,9850,29146,24804,19874,673,11907,13540,1652
2001/04/05,16000,9390,31408,30492,19476,673,11154,13540,1707
2001/04/06,15200,9850,26994,29501,19476,558,11374,13540,1745
2001/04/07,16800,7470,22865,29501,21156,558,11374,13270,1846
2001/04/08,16900,8080,26458,25397,21271,387,13854,12690,2016
2001/04/09,16900,9550,32623,16509,21271,387,13520,12670,2076
2001/04/10,19900,11100,30098,29814,21271,336,13698,13390,2086
2001/04/11,21100,13300,25882,17400,21764,558,13698,13730,2231
2001/04/12,22800,16300,22687,24188,21764,733,16520,14240,2387
2001/04/13,23300,14000,44224,31617,23031,1004,16520,15370,2387
2001/04/14,22100,14000,39669,41783,23031,987,16520,15880,2443
2001/04/15,23300,16500,36536,35500,23729,572,16176,15880,2493
2001/04/16,20400,16100,47296,31941,18500,387,16176,15560,2513
2001/04/17,21200,15500,39669,38601,29930,387,18694,15210,2343
2001/04/18,22300,15600,52892,36602,30359,387,18694,15040,2322
2001/04/19,32700,22600,44224,36341,33157,387,18694,15670,2322
2001/04/20,27300,21500,88829,38807,35109,733,21123,15820,2322
2001/04/21,23700,23700,47296,52696,35109,991,24683,16160,2322
2001/04/22,21600,20000,46456,44636,33628,1115,25208,16570,2322
2001/04/23,20900,21300,35748,47678,32527,1115,27053,18380,2322
2001/04/24,19800,14800,44239,41103,40748,1172,28894,20020,2342
2001/04/25,20100,14400,32311,40941,42622,1172,29981,21010,2418
2001/04/26,19600,14600,41092,34454,41895,1305,30494,24402,2418
2001/04/27,20900,14600,32100,36468,37898,1411,30494,26227,2418
2001/04/28,22800,14400,37976,34683,36661,1411,31125,27009,2418
2001/04/29,22100,14100,42022,36735,32537,1411,35427,27009,2412
2001/04/30,24400,16700,43630,37717,31703,1763,36018,29059,2412
2001/05/01,26500,18700,46014,39500,30534,1763,30887,32072,2405
2001/05/02,29800,19500,53290,41572,29365,1556,29373,34322,2402
2001/05/03,35400,24000,53828,44581,30899,1556,27244,29105,2407
2001/05/04,37000,26300,44929,50607,31336,1556,25584,25075,2401
2001/05/05,35000,23600,58283,60064,32304,1556,24339,23565,2401
2001/05/06,37600,23100,47998,53822,37450,1556,22563,22640,2551
2001/05/07,43800,27500,38859,59558,40327,2112,21325,21470,2551
2001/05/08,53700,30800,66936,62071,41086,4524,21325,20011,2621
2001/05/09,52700,30900,66550,66654,48556,4524,19280,19070,2471
2001/05/10,54900,29200,84272,67519,49798,4793,20124,18750,2474
2001/05/11,54900,30800,77564,75607,49798,4915,20124,18330,2474
2001/05/12,60500,31700,72055,74461,51956,5305,21422,17610,2474
2001/05/13,70400,35000,77682,83677,55098,5404,23277,17610,2225
2001/05/14,81700,35400,95496,93223,54064,5616,25325,18370,2216
2001/05/15,95500,38900,94468,73135,50292,6033,27266,19290,2216
2001/05/16,98000,40300,109232,96500,50292,6473,28372,22843,2216
2001/05/17,96500,38000,104202,111544,50048,7200,30094,23843,2271
2001/05/18,95500,36900,109559,114797,71766,10200,31323,24463,2366
2001/05/19,91200,39400,126758,125974,84933,10308,31905,2557,2376
2001/05/20,94200,41200,131167,131167,84933,10328,31945,26043,2401
2001/05/21,100800,41300,126026,131024,89820,10751,32217,24818,2400
2001/05/22,97900,40300,139989,113589,98426,10711,32915,24271,2401
2001/05/23,93500,38000,154481,145315,103970,10388,36381,24387,2401
2001/05/24,86000,36100,150079,128538,119965,10068,38278,25516,2396
2001/05/25,83200,36600,139484,134282,126113,9752,44421,27176,2401
2001/05/26,82700,35500,150127,133779,128106,9752,45440,30415,2461
2001/05/27,82800,35000,138798,129182,120696,9752,56455,34422,2637
2001/05/28,82900,35000,144436,133603,117560,10068,70804,36413,3227
2001/05/29,86200,37600,148164,138559,107649,12414,76353,45607,3645
2001/05/30,88000,37000,161317,135323,107649,13216,78309,52080,4040
2001/05/31,91300,36900,147385,126734,117616,13217,78309,58773,4185
2001/06/01,93500,34700,145391,128128,119779,13248,67812,61019,5065
2001/06/02,100000,37400,141251,128270,115203,13033,65242,56827,6970
2001/06/03,113200,40000,143670,129765,104639,11794,74487,52545,7075
2001/06/04,125500,44700,157320,127607,105926,11794,76671,51873,8331
2001/06/05,131200,46500,186279,133789,102434,10973,78781,54163,11621
2001/06/06,129400,45300,167646,145911,109338,9439,76428,56254,12531
2001/06/07,120200,39400,155540,142058,116416,8521,74324,58378,13486
2001/06/08,111200,38700,147347,1407221,124959,8222,78040,55659,15777
2001/06/09,105000,40500,167185,145713,129189,7926,86596,55715,15823
2001/06/10,105700,37000,163233,149393,121537,7926,86596,55837,16223
2001/06/11,110700,36900,158282,152852,128855,7926,90349,58846,14970
2001/06/12,115100,38900,170381,148866,129251,8521,94382,60381,14970
2001/06/13,129900,40500,158285,151943,129251,9125,88948,63657,14975
2001/06/14,150100,45100,166346,152534,132493,9125,89592,64573,14975
2001/06/15,164000,52500,163536,165814,130021,9125,90082,62097,14781
2001/06/16,172800,51300,211675,184657,145741,9439,91003,60697,14353
2001/06/17,185500,55900,179416,189494,143752,9439,93404,57833,14263
2001/06/18,173800,63000,251504,230297,158570,9439,95775,58125,16081
2001/06/19,164400,44900,218807,228559,166239,9439,100029,59670,16081
2001/06/20,145300,37800,221944,222269,166269,9439,103137,61807,16281
2001/06/21,125200,30200,203010,215902,174136,9439,112580,63341,17391
2001/06/22,126500,29100,198191,197921,176659,9439,121313,67938,17551
2001/06/23,127800,27400,206461,196354,184442,9439,131078,70927,17971
2001/06/24,131100,27500,193452,200433,174200,11699,138092,82537,18043
2001/06/25,128700,28400,200717,191633,173752,11699,147533,95113,18373
2001/06/26,118000,24600,194819,194567,173752,11699,139237,99934,20161
2001/06/27,110500,24600,199661,189016,175407,11699,136025,97065,20941
2001/06/28,116700,25200,120599,176505,173942,11794,136084,90558,22141
2001/06/29,122300,23300,120599,118188,173942,9439,137557,83109,24941
2001/06/30,134100,28300,130600,139573,170033,8976,137869,83265,28716
2001/07/01,150900,30500,168034,156611,142043,8222,137867,83035,31721
2001/07/02,165600,36100,154900,173357,133184,7868,133688,83002,32036
2001/07/03,186700,35800,194319,179168,130134,7868,125694,80053,31366
2001/07/04,199600,38700,154400,168596,130134,7635,117379,78026,30660
2001/07/05,205200,37600,174250,149269,135525,7490,108750,75735,30266
2001/07/06,226400,36100,184754,172054,144109,7635,103522,72533,28856
2001/07/07,224500,34800,199216,184892,146559,7926,102424,70319,28076
2001/07/08,218600,35200,189607,175605,146559,8521,102403,67552,26525
2001/07/09,227400,35700,199218,183436,150120,8824,105021,66612,24865
2001/07/10,245000,40300,199716,237334,155607,9752,109114,65816,24059
2001/07/11,249100,36200,209939,167621,165806,11037,110322,66134,23572
2001/07/12,256700,36400,234737,197749,165439,11794,116356,67425,24692
2001/07/13,252900,38000,234737,209592,179712,13848,130288,74051,20920
2001/07/14,257300,34300,253693,293880,192813,15674,135190,80089,23210
2001/07/15,245800,39400,215687,267863,189277,11433,146559,85767,22435
2001/07/16,257000,37600,167153,182584,170850,11228,150201,91175,22660
2001/07/17,246000,38100,172987,183144,170387,13535,157746,100007,24295
2001/07/18,222000,35600,155459,186144,179863,23598,163185,111898,23735
2001/07/19,192400,34700,167179,161177,171776,28259,158882,118164,23915
2001/07/20,158100,30100,173013,137366,168293,28422,162434,120022,28520
2001/07/21,157900,27200,155485,162193,165127,28584,164979,118073,30365
2001/07/22,184000,27300,149045,126302,166446,23792,160667,126598,32755
2001/07/23,216600,29900,195513,139041,149650,21762,150324,125392,32965
2001/07/24,274300,66800,195513,172795,139752,21762,152073,120439,35367
2001/07/25,270000,57600,265432,300174,145032,29752,156325,114830,38552
2001/07/26,250000,53800,190347,198351,188411,24864,146151,121060,41417
2001/07/27,206000,41400,177958,185536,281876,14605,152609,127387,41825
2001/07/28,185000,41000,167153,168692,226421,14605,168947,113782,41621
2001/07/29,156000,34800,158412,173302,176875,31303,234512,122159,41621
2001/07/30,170500,37900,162282,170997,184818,22954,201730,117971,41621
2001/07/31,170500,37900,162282,170997,168928,22954,201730,117971,41621
2001/08/01,135000,28000,175658,170136,156293,38026,181994,217848,48135
2001/08/02,110000,26800,156421,170136,153499,28364,180043,181343,58015
2001/08/03,115000,24800,148683,166844,153499,28364,177009,154508,79393
2001/08/04,132000,27600,127730,167516,153499,26067,152224,142458,92445
2001/08/05,147000,28300,136188,167803,156199,30654,149538,132677,95205
2001/08/06,152000,29600,129207,168741,149548,33909,143712,112674,75175
2001/08/07,158000,28000,136688,148741,141357,37248,142076,105643,58542
2001/08/08,184000,28900,149240,148841,142823,28733,147462,104352,52783
2001/08/09,194000,30200,153414,149407,131236,21235,143472,105004,46632
2001/08/10,181000,29800,163597,151593,134578,14519,140156,110521,44022
2001/08/11,188100,27700,152652,160300,141870,12881,128898,107058,39586
2001/08/12,189000,27300,152652,155100,147224,12881,126574,101822,34802
2001/08/13,176000,27300,144935,155100,147224,22382,120352,100977,33902
2001/08/14,184000,26600,160423,155100,147724,32476,127430,97939,32915
2001/08/15,201000,32600,201157,158378,155167,38908,131152,95560,35719
2001/08/16,217000,47500,239806,155100,141290,35754,143708,94011,33831
2001/08/17,171000,35900,224110,158941,154801,28186,145843,94554,33767
2001/08/18,187000,29900,178435,201793,144658,23877,154391,101036,33747
2001/08/19,177000,26000,178435,175884,140917,21381,153507,609601,33693
2001/08/20,175000,23700,175405,191777,185634,21381,145644,117219,33625
2001/08/21,193000,23600,202145,161491,185133,30649,134105,114151,32950
2001/08/22,204000,25500,220570,219918,161659,47006,147177,183029,31498
2001/08/23,211000,26300,271002,213996,162297,51017,187918,96838,31977
2001/08/24,188000,27600,274954,234821,187376,39256,187418,112985,36452
2001/08/25,173000,24600,206953,233390,228311,24045,180590,152383,36918
2001/08/26,151000,23500,211187,210615,239932,21023,172534,154171,36918
2001/08/27,124000,23200,178258,201532,232478,19016,181601,154235,38118
2001/08/28,131000,23300,133634,163652,207429,18375,201788,143456,38348
2001/08/29,139000,22300,174409,173616,183757,20063,215630,161370,55305
2001/08/30,137000,21800,163813,170301,146005,20213,219825,178493,57095
2001/08/31,138000,22050,169111,171958,164881,20138,188325,187511,63199
2001/09/01,137700,20600,180151,171293,139010,19202,157485,176592,68158
2001/09/02,133000,19200,174439,1762001,139010,19202,116162,160474,84522
2001/09/03,121000,19200,180151,172559,139010,14062,110852,106773,92831
2001/09/04,126000,20500,149256,177908,152457,14062,110393,82859,86211
2001/09/05,113000,20000,149256,181200,151107,13014,110749,77308,69585
2001/09/06,115000,19800,140754,152604,155437,12814,124812,77685,55900
2001/09/07,96500,17100,140754,151552,150454,12814,123735,87597,40469
2001/09/08,84000,17500,130207,153356,132272,12814,121386,91664,33081
2001/09/09,78800,16100,127730,157135,127262,12814,121623,92754,29151
2001/09/10,83000,15700,140754,162089,127262,12814,110587,103483,22631
2001/09/11,84000,15200,153634,160573,127262,12814,102310,99142,23623
2001/09/12,87000,14200,140954,151463,120896,10744,96559,78876,26851
2001/09/13,80700,15900,149456,146634,133957,10744,90018,69016,27451
2001/09/14,81000,16000,153434,165949,136165,10744,86691,66112,27451
2001/09/15,77000,14800,149256,157684,135379,10744,94960,59890,28994
2001/09/16,70400,16100,140754,158419,139625,10744,105019,58754,29446
2001/09/17,59000,13600,129207,154089,140625,10744,105318,63535,27446
2001/09/18,56400,11700,124857,154229,133468,10740,103498,70003,18311
2001/09/19,51100,9840,154959,156850,123882,10383,109928,69528,14761
2001/09/20,50000,9760,143110,151200,126197,8828,111774,71279,12081
2001/09/21,50000,10700,136688,138269,124822,9460,103743,73468,11171
2001/09/22,47000,9400,124857,139107,124822,9460,101295,77158,11030
2001/09/23,44000,10500,136668,125773,117102,10744,100947,71225,11132
2001/09/24,42000,9200,124857,129311,112436,13235,96602,70558,11282
2001/09/25,34000,8120,136688,122965,104782,10744,96966,68576,13071
2001/09/26,41000,8120,124857,117148,104782,10744,93410,66875,13376
2001/09/27,40000,8120,89654,95112,92966,10744,90175,67079,14441
2001/09/28,39000,7320,106804,98157,89089,6927,80349,66752,14461
2001/09/29,37000,7080,87445,98340,70635,6927,80349,66081,14473
2001/09/30,37300,8200,82695,94200,77334,8426,65748,53498,14553
2001/10/01,38200,6880,76706,100526,76014,5426,65748,53498,14537
2001/10/02,38900,6430,84090,90089,73295,8426,53581,53406,14537
2001/10/03,38900,6440,104796,10848,76144,8426,57046,49958,14537
2001/10/04,40800,6420,104796,87200,72005,5177,63293,47980,12612
2001/10/05,41700,6670,84038,92664,73988,2556,63995,48073,12582
2001/10/06,41500,6790,76076,93295,73884,2556,63367,47944,12392
2001/10/07,36600,6700,84038,69601,70053,2000,63367,47944,11368
2001/10/08,37300,6500,76076,61274,70053,2000,63367,47944,10812
2001/10/09,37800,6420,81088,68021,60265,2000,63367,47944,10628
2001/10/10,37300,6050,63032,71203,66602,2000,63053,47595,10248
2001/10/11,36300,5930,62297,80283,65924,2000,57525,47042,9418
2001/10/12,36100,6130,63023,65035,62056,2000,55363,46057,9688
2001/10/13,36100,5920,76706,66107,55538,2000,55833,45895,10450
2001/10/14,30700,5990,62297,57562,52114,2000,58880,43641,10680
2001/10/15,25300,5820,53072,58821,52114,2000,58015,43257,10680
2001/10/16,26900,5630,63223,40719,51514,2000,49620,42452,10680
2001/10/17,26300,5300,40410,39247,50336,2000,49620,42714,11228
2001/10/18,26100,5020,34285,37201,45484,2000,48750,42617,11708
2001/10/19,25400,4700,28157,60808,43699,2000,48750,44019,11503
2001/10/20,26700,4840,72667,37299,47742,2000,48750,43464,11493
2001/10/21,27600,4940,63223,52795,49450,2000,45412,42965,10635
2001/10/22,27900,5100,62497,86123,49450,2000,46170,42000,10366
2001/10/23,28400,4930,52675,58868,48868,2000,43980,41265,10141
2001/10/24,27600,4520,40416,75200,48868,2000,43550,40922,10141
2001/10/25,25600,4700,62497,58939,48868,2000,44410,40622,10141
2001/10/26,24200,4720,46544,76209,52047,2000,44410,40622,10141
2001/10/27,24200,4700,32667,65794,52047,2000,43575,40455,9851
2001/10/28,23700,4800,40393,31285,41352,2000,43575,40380,9851
2001/10/29,23000,4520,28134,40720,40503,2000,43575,40380,9851
2001/10/30,23000,4400,40393,36339,39251,2000,42793,40376,9125
2001/10/31,22800,4080,34262,33060,41232,2000,35481,40255,9106
2001/11/01,22700,4000,33400,38139,41232,2000,33224,36923,9132
2001/11/02,24300,4580,41189,39485,38421,2000,30798,34868,9101
2001/11/03,26300,5400,45704,58917,38421,2000,30798,32369,9126
2001/11/04,29700,6360,41189,47357,38421,4000,32472,29356,9123
2001/11/05,29300,6440,35058,56575,38421,4000,29980,27706,9113
2001/11/06,26700,5640,47317,56888,40117,4000,30231,27539,9113
2001/11/07,26500,5480,47317,56997,40117,4000,30483,27185,8528
2001/11/08,25600,5400,63996,61957,35189,4000,31138,27185,7899
2001/11/09,24700,5350,63270,60176,40740,4371,29736,25447,7404
2001/11/10,23000,5140,53445,59670,39273,4371,29736,25447,7054
2001/11/11,21200,5030,71019,51162,38855,4371,29736,24519,6584
2001/11/12,20100,5130,68961,62224,38770,4371,29736,24405,6533
2001/11/13,20000,5220,66583,62643,38770,6264,27718,24405,5771
2001/11/14,20000,5320,54445,63939,40893,6264,27531,24273,4916
2001/11/15,20000,5190,72576,74461,40523,6837,26928,23526,4535
2001/11/16,20000,5280,42244,70201,41910,6837,24471,23900,4113
2001/11/17,26100,5100,59016,73479,41910,7908,24471,23900,4107
2001/11/18,23700,5020,66638,70201,40602,7493,22255,20994,3822
2001/11/19,23100,5200,48372,69108,42241,8000,22255,20913,3625
2001/11/20,22700,5100,59016,72387,43136,8000,22055,20087,3845
2001/11/21,21200,5220,66638,76966,41902,8000,21722,20087,3501
2001/11/22,19900,5220,54500,69200,42980,8000,21472,19054,3501
2001/11/23,19000,5100,59016,62685,41624,8000,22314,18378,3306
2001/11/24,18700,5220,66598,64553,39830,8000,22162,17930,3140
2001/11/25,18700,5400,54460,57409,40870,8000,21480,17774,2920
2001/11/26,18700,5220,59016,49501,34822,8000,22466,17774,2919
2001/11/27,18500,5880,66598,53188,36001,8000,21484,17406,2769
2001/11/28,18300,5540,48332,53188,37018,8000,21484,17446,2621
2001/11/29,18200,5640,52848,50716,36644,7493,20786,17406,2498
2001/11/30,18000,5640,46719,56855,36644,6264,21135,17426,2399
2001/12/01,16900,5880,42193,50834,36644,4001,20770,17158,2302
2001/12/02,17500,5800,58965,50834,37869,3779,22540,15974,2202
2001/12/03,17500,5400,66587,46168,36990,3297,22685,15974,2182
2001/12/04,16800,5720,48321,48039,35524,3297,22685,16569,2102
2001/12/05,16000,6040,46708,44866,36358,3859,22685,16569,2042
2001/12/06,14300,5720,58969,47668,36358,3859,22685,16850,2019
2001/12/07,13100,5290,42197,47668,36358,3859,22472,17311,1994
2001/12/08,13100,5460,36066,38334,36358,3859,21679,17464,1924
2001/12/09,12900,5480,48325,38334,31972,3859,21679,17188,1904
2001/12/10,12600,5680,40583,38333,33215,3802,21679,17019,1892
2001/12/11,11700,4220,58969,43146,33574,3745,21679,16662,1852
2001/12/12,11900,5160,29938,47867,31812,3745,21679,16534,1802
2001/12/13,11700,5480,34448,22200,33113,3745,21327,16604,1787
2001/12/14,11600,5340,49938,24389,24137,3745,21178,16454,1737
2001/12/15,11400,5480,34448,29125,24189,3745,21178,16454,1685
2001/12/16,11500,5640,36066,28627,24189,3745,21012,16320,1655
2001/12/17,11700,6040,29938,32315,22832,3023,21012,16320,1645
2001/12/18,11900,5280,36066,40685,25150,3023,18848,16299,1645
2001/12/19,16300,6040,34448,44373,24755,3121,20325,15534,1645
2001/12/20,17000,6040,40583,40187,23547,3121,18567,15534,1640
2001/12/21,17000,5840,42197,41403,22950,3121,18412,15521,1615
2001/12/22,17400,5280,35066,47532,22354,3215,15923,15421,1610
2001/12/23,17500,5220,28938,39668,22354,3215,15684,13989,1610
2001/12/24,17700,4780,39583,35000,21617,3779,15684,13989,1610
2001/12/25,17900,4980,35066,30333,22319,3779,15684,11868,1510
2001/12/26,17900,4700,41197,30536,21307,3223,15684,11625,1405
2001/12/27,17600,4850,28938,27334,20443,3223,15439,11625,1310
2001/12/28,17000,4700,33448,14755,20443,3223,15439,11625,1210
2001/12/29,15000,4520,35066,23535,17591,2783,15439,11582,1110
2001/12/30,14000,4580,16493,8961,17591,2783,15439,11582,1035
2001/12/31,16600,4460,16280,7378,25342,2783,12879,11377,1036
2002/01/01,13200,4700,16840,2839,16157,2783,12438,11270,815
2002/01/02,13000,4900,9912,9846,18327,2783,11790,9916,726
2002/01/03,12800,5010,30574,7025,18365,2559,11790,8882,715
2002/01/04,12500,5080,11704,10117,17708,2112,11565,7325,725
2002/01/05,12200,5340,16541,20674,17068,1411,11239,7193,725
2002/01/06,12100,5380,16712,16791,18953,1332,11082,7102,725
2002/01/07,12000,4160,14606,16791,19967,1332,11076,6269,725
2002/01/08,12000,4390,17130,16791,19749,1145,11536,5600,725
2002/01/09,11900,4520,18476,20063,16273,679,12664,5306,725
2002/01/10,11700,5160,16219,20103,17791,679,12588,5306,655
2002/01/11,11600,5340,14606,17075,17791,671,12258,5306,655
2002/01/12,11400,5600,17654,17320,14822,1004,11262,5306,655
2002/01/13,11200,5550,17130,14587,11415,1004,10693,5306,795
2002/01/14,10900,5880,15544,16283,11185,1004,10693,4900,915
2002/01/15,13500,7800,14364,16308,11185,861,10693,4700,1285
2002/01/16,8400,8400,18495,10737,14007,1310,10693,4700,1510
2002/01/17,11900,7560,16219,12333,13573,2354,10544,4700,1540
2002/01/18,11400,7480,15544,14292,22894,2654,10544,4700,1645
2002/01/19,10900,7000,17654,12938,26527,2654,10544,4700,1765
2002/01/20,10800,6880,14606,15630,29489,2654,10544,4700,1786
2002/01/21,10800,6280,17130,12863,26978,2654,12152,4639,1896
2002/01/22,10800,6440,15544,15294,27954,2042,13293,5066,1876
2002/01/23,10700,6480,18495,20741,31622,1849,13673,7571,1876
2002/01/24,10700,6520,18828,28928,29414,1690,18300,8997,2556
2002/01/25,10500,5960,17654,25761,22600,1690,18582,9418,2746
2002/01/26,10800,6200,19166,25351,21508,1508,20996,10281,2746
2002/01/27,10800,6200,18130,28222,19361,1479,20996,11441,2746
2002/01/28,10800,5880,31732,41521,20734,1479,20321,14004,2630
2002/01/29,11000,6040,35196,40557,25030,1450,20298,15587,2563
2002/01/30,12300,5720,44528,40393,26583,1450,19941,15625,2501
2002/01/31,12600,5880,48627,39395,28279,1450,16928,15665,2451
2002/02/01,12000,5680,51340,42580,29393,2524,17163,14891,2386
2002/02/02,11800,5340,48627,41186,29323,2365,20660,14687,2381
2002/02/03,13000,5880,42975,24445,31718,1961,20660,14633,2381
2002/02/04,13000,5710,37252,29249,26743,2375,20660,13334,2386
2002/02/05,13000,5720,34299,32630,28548,2469,20660,15641,2251
2002/02/06,13000,4860,42975,35104,28548,2375,20645,14546,2171
2002/02/07,13000,4940,33877,29764,28845,2166,19822,14546,2085
2002/02/08,14700,5800,37252,28505,27457,2166,20883,15007,1980
2002/02/09,14700,5100,28625,28623,25187,2166,21383,15950,1950
2002/02/10,14000,5400,26416,31820,25467,2166,20930,16569,1935
2002/02/11,13600,5280,33877,32604,25763,2121,20333,17071,1925
2002/02/12,13100,5020,27399,33500,25763,2121,20333,16134,1890
2002/02/13,12100,4580,43554,33500,25262,2121,19141,15668,1885
2002/02/14,11600,4460,38126,37265,23032,1827,18964,16023,1810
2002/02/15,11000,4320,42347,30823,21541,1827,18964,16023,1775
